Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Home_Loan_Ratio,Loan_Status
Not Graduate,No,2942.385306104742,1149.1159109611012,99.94575271042852,180,1,Semiurban,40.53168268310072,0
Not Graduate,No,7413.17128360156,4441.221722471914,132.7601519912075,240,0,Semiurban,88.62424892319727,1
Graduate,Yes,6242.344535276934,2437.126779731052,140.4557787314149,180,0,Rural,61.358195422244876,0
Not Graduate,Yes,6636.292505905547,2092.055137311992,160.73653094778248,300,0,Rural,53.966457621349214,1
Not Graduate,No,4305.590731962113,2476.240353387666,160.0380408284817,240,0,Urban,42.11322399639081,0
Graduate,Yes,4775.088921381336,4529.927749251952,116.87277744505967,360,1,Urban,78.94118448995015,1
Graduate,Yes,2850.2722782129317,1006.406996068552,177.42625570054844,240,1,Semiurban,21.614976221628066,0
Graduate,Yes,4213.006389399796,879.5820810636105,124.43225864999367,180,1,Rural,40.60030908535077,0
Not Graduate,Yes,5740.482271464726,1245.1338034280789,143.74894653179828,360,0,Rural,48.260220487050056,1
Not Graduate,Yes,6944.094592672094,2032.1431469645609,177.4709628201342,240,1,Rural,50.29522784993908,1
Graduate,Yes,3339.2647747963224,274.2288751874267,124.32714384222635,180,1,Urban,28.8324902268,0
Graduate,No,4451.741094522101,2022.339239318608,127.2259430567545,240,0,Urban,50.48962931764281,0
Graduate,Yes,4773.051169651217,3693.547133413672,173.66672198772525,300,1,Urban,48.47287569557687,1
Not Graduate,Yes,2906.3161967112724,2151.4073906247772,115.69067293579923,180,1,Semiurban,43.34299785998066,1
Not Graduate,No,5887.0238626376,1707.3145410247234,134.60831905583717,300,1,Rural,56.002009733159,1
Not Graduate,No,3914.0145023860864,1381.8395513163725,172.2296871217157,180,0,Semiurban,30.571284528046593,0
Not Graduate,No,4706.914473234464,2898.5117045515644,232.163697657439,300,1,Rural,32.61839752155509,1
Graduate,Yes,4322.075942132184,1174.1672267619524,174.21618019050987,360,1,Urban,31.368354012273038,1
Graduate,No,3815.9922414204884,3846.3959205992473,168.90559051960048,300,1,Semiurban,45.097916664112326,1
Graduate,Yes,4989.432521779168,3933.359747714357,171.2320633469092,240,0,Semiurban,51.806801219824386,1
Graduate,Yes,4676.585632147967,2256.7507986617875,107.07238903731803,180,0,Urban,64.15455874132321,0
Not Graduate,Yes,4442.213176582001,1988.484911923355,154.6238695471963,240,1,Rural,41.322054947072935,1
Not Graduate,No,3907.307567479486,3030.6598082415594,148.80934046654394,300,1,Rural,46.31198130980666,1
Graduate,No,5479.287006174433,3094.798502227325,162.86338161491025,180,1,Rural,52.32459762457133,0
Graduate,No,7480.425902738428,1194.0082689405847,154.66032209903483,300,0,Rural,55.72668779498047,0
Not Graduate,No,5209.830849258691,1473.444866863298,165.1879870966845,360,0,Urban,40.215155336310836,1
Graduate,No,6494.177322366693,677.6525653167045,137.54131220403193,360,1,Urban,51.76672411707299,1
Not Graduate,Yes,2914.6671122698062,2409.064938334057,152.34435669487172,360,1,Urban,34.7174957419343,1
Graduate,Yes,5236.642158940655,2666.6278834568907,100.88685735772032,300,0,Urban,77.56908248381347,1
Graduate,Yes,3353.9475215434,650.074362138727,137.20370887988344,300,0,Semiurban,28.97188444603994,0
Graduate,Yes,2784.612608702148,1544.801095183841,205.63334192706574,360,1,Semiurban,20.952154495057815,1
Graduate,No,3890.9428888114458,652.7460824186504,162.75233358513023,300,0,Semiurban,27.747323483899912,0
Graduate,No,6787.849001620359,1101.2001897561622,149.16315850467691,240,1,Urban,52.53651607981336,0
Graduate,Yes,6425.023743004468,2551.0170602262997,225.84493105017387,300,1,Rural,39.5690605105275,1
Graduate,No,5364.507083081599,1266.5179333217206,95.56660086795684,240,0,Semiurban,68.66789300651108,0
Not Graduate,No,2700.949160165104,1699.1740439677014,105.62177778215121,360,1,Semiurban,41.26852220681504,0
Not Graduate,Yes,4705.579022918095,372.6882720526845,218.5084564510509,300,1,Urban,23.134722812390617,1
Not Graduate,Yes,5452.550013352603,2186.9902097246645,151.83843744195735,360,1,Rural,49.98441721166179,1
Not Graduate,No,5263.304344367897,1955.7266801553512,140.29667854840824,180,1,Rural,51.09130022507931,0
Not Graduate,No,2234.3096247788812,1271.040749966838,102.03182699617427,300,1,Rural,34.02201510874769,0
Graduate,Yes,3664.5232279701922,1810.985702317526,167.90785065580047,300,1,Urban,32.41713697160046,1
Graduate,Yes,4903.883353776925,2180.2948805034443,171.77839478109848,360,1,Rural,41.00152824811034,1
Not Graduate,Yes,5804.436364275785,1185.1318510906558,106.22022556660414,360,0,Semiurban,65.18889676299544,1
Graduate,No,1705.8082683500804,523.7374559982206,144.38897657798287,360,0,Semiurban,15.335039676494528,0
Not Graduate,Yes,4756.8140367802125,3805.5744326868153,136.57936671867736,180,1,Semiurban,62.23599274864683,1
Not Graduate,Yes,5214.5731548184285,1366.7272952897274,160.23908585675085,180,0,Urban,40.81702904192325,0
Graduate,No,6274.41798277432,1903.2398968131106,105.22999031117425,360,1,Rural,76.9806893103635,0
Graduate,No,6039.286376356155,3010.8397350203136,200.0778981805263,300,1,Urban,45.00806002682269,1
Graduate,No,5873.856978213208,5529.055187570484,186.63295126390418,300,0,Rural,60.77243943013821,1
Not Graduate,No,3800.0892399470986,755.5135501111344,135.47297765068734,360,1,Urban,33.38098771259051,1
Graduate,No,2137.9967943150386,2449.82721372651,141.34325153446514,240,1,Semiurban,32.23070963031017,0
Not Graduate,Yes,4410.420864407899,1292.4477147058938,144.54311398889536,180,0,Urban,39.18336239218373,0
Not Graduate,Yes,6502.44773781284,1461.209695423289,118.86765787973987,180,0,Urban,66.43708214626052,1
Not Graduate,No,7090.181791286647,1279.7879789932101,132.26282327059857,240,0,Urban,62.807987740767764,0
Graduate,No,6065.823653446678,874.3450321994151,139.18918529301564,360,0,Semiurban,49.50573520446772,0
Graduate,No,5644.011234202601,1958.7086382153386,214.51473482828513,300,0,Urban,35.2770304938803,0
Not Graduate,No,5569.459472578948,525.4973129517643,187.86473233321746,300,0,Urban,32.27154540836809,0
Graduate,No,4165.82187985883,2946.8075665118704,187.38618829346495,180,1,Semiurban,37.75557810687671,0
Graduate,Yes,4804.90955966957,2055.0029360333747,164.79702452017563,240,0,Rural,41.37536554444118,0
Graduate,Yes,7503.604288739497,2422.43497290144,105.30691964275061,300,0,Urban,93.37152553190194,1
Not Graduate,Yes,3586.162991312185,1533.811388053777,148.34035581690483,180,1,Semiurban,34.28393049795049,1
Not Graduate,Yes,7422.168186064777,1632.7960657882518,188.8195383845352,300,1,Urban,47.703014815627355,1
Graduate,No,4516.957768261912,2287.563905167328,99.66941482530846,300,0,Semiurban,67.5927409058364,0
Not Graduate,Yes,6988.148163642618,835.9493675941745,175.46212827493056,300,1,Rural,44.33867826328568,1
Graduate,No,2889.7774857536924,1642.0095655866642,242.90436901051064,180,1,Rural,18.580179886589352,0
Graduate,No,5878.856301746973,1140.3864861215459,192.47266583958927,240,1,Urban,36.280281544723564,0
Graduate,No,3894.844796078567,1109.4311894089856,206.5611654224795,360,1,Semiurban,24.109885754888786,1
Graduate,Yes,2877.0992121137187,-109.83824062564152,158.73355001768644,240,1,Rural,17.32423132887032,0
Not Graduate,No,5327.801063616418,3339.3265894799997,188.7172779505996,300,1,Rural,45.684440271978005,1
Not Graduate,Yes,6514.2076828939535,1313.461246846231,121.28587142583858,240,1,Semiurban,64.01122908534326,1
Not Graduate,Yes,3732.5878421097555,3163.37605516355,181.83455249364906,300,0,Urban,37.716962156334446,1
Graduate,No,2751.4760593123983,3068.7923213942922,176.17552536243053,180,1,Rural,32.8502955969835,0
Graduate,No,4862.232853497568,714.0002934835063,161.59644696150653,180,0,Rural,34.29492618803168,0
Graduate,No,4868.8470068342285,911.5887643271543,202.64029678873993,180,1,Rural,28.38552026447943,0
Not Graduate,Yes,5822.479441331749,4560.502959355684,128.44860648610447,300,1,Urban,80.20930222838655,1
Graduate,No,6424.391857046732,3750.9259419271434,142.51769934105351,240,0,Rural,70.89939321556004,0
Not Graduate,Yes,4910.877228091259,1968.481486671896,153.81848165433186,360,1,Semiurban,44.434996657071714,1
Not Graduate,No,7783.254972191395,2257.3731064173494,108.81556115642398,360,1,Urban,91.43174221280559,1
Not Graduate,No,5336.352116802937,1369.1535970528112,159.0772777520099,180,0,Rural,41.88917882676547,0
Not Graduate,Yes,4480.36024098965,2432.35271420034,81.24278348184612,360,1,Semiurban,84.05251698121174,1
Not Graduate,Yes,2582.6489613457584,1282.8180992775285,191.87818137712836,300,1,Semiurban,20.040976294074788,1
Not Graduate,Yes,4606.010719525749,-32.35376429838466,151.86549466263864,240,0,Urban,29.919485527594322,0
Graduate,Yes,4495.419581883296,678.444213488949,129.16428384384946,360,0,Semiurban,39.7487209439037,0
Graduate,Yes,6440.457194422205,2021.0927478505873,116.62505550819515,360,1,Urban,71.93662868608178,1
Not Graduate,Yes,5693.7254361002815,868.9327644974123,140.61683881523248,240,0,Urban,46.34094543771024,1
Not Graduate,No,3230.946317551074,1932.7225350864655,177.53038843089655,360,1,Urban,28.92319284140376,1
Graduate,No,5258.381579616556,925.3389605671374,171.90955914950243,240,1,Semiurban,35.762745394759094,0
Not Graduate,Yes,6007.29675759358,1217.6460774980064,121.77848210886157,300,0,Urban,58.84535067541875,1
Not Graduate,No,7292.047039081749,2853.165306413192,116.15841309489463,300,0,Urban,86.59397202040999,1
Graduate,Yes,6331.255951121089,2247.4805476401048,176.2759482527859,300,0,Semiurban,48.39199329244812,1
Not Graduate,No,6141.269981467217,1990.3355786866528,121.10610381539882,180,0,Urban,66.5945870523173,0
Not Graduate,No,5090.128991922746,2878.9639730706513,152.39639096318015,300,1,Rural,51.950980821355984,1
Not Graduate,Yes,5582.468008135174,2480.6085933473473,154.95018570097108,360,0,Semiurban,51.70289836616921,1
Graduate,Yes,6874.257351059238,3446.5632912513674,162.48248526906954,180,0,Semiurban,63.13104810783836,1
Graduate,Yes,3000.8339037805254,1540.14073768486,184.33081720727486,180,1,Semiurban,24.501994378985216,0
Graduate,No,4475.841009174566,1570.3650214724912,99.48148252530709,180,1,Rural,60.17234099948984,0
Not Graduate,Yes,3841.1468768656387,698.8907336086547,73.5536269895805,300,1,Urban,60.896267476145766,1
Not Graduate,No,5568.729678089187,1571.0192826275802,127.30210875086594,180,1,Semiurban,55.64794710101425,0
Graduate,Yes,6845.333263476182,2964.7698943024457,222.06113631328745,300,1,Semiurban,43.979436848203,1
Not Graduate,No,4104.538569918389,3299.987372262134,230.88696400349514,300,1,Semiurban,31.93161795015315,1
Not Graduate,No,1414.543448795843,2960.305168086668,223.2470854226355,180,1,Rural,19.50905452633773,0
Not Graduate,Yes,4381.668882463295,205.8081334505637,142.28074528957242,180,1,Rural,32.01740057006615,0
Not Graduate,No,6370.210598026109,3083.145212660734,78.71539672060685,360,1,Rural,118.58883226561302,1
Not Graduate,No,5806.44485442482,161.48137672792927,56.27843593392637,180,0,Urban,104.1915012839572,0
Graduate,Yes,5642.279371715864,2898.1173241223473,125.43847353802356,300,0,Urban,67.5458699939926,1
Not Graduate,No,4580.010047188281,1632.2154734289447,142.0770547940256,360,1,Rural,43.41874054900259,0
Graduate,Yes,3081.4538956703204,2702.5333139338554,202.02501604223835,360,0,Urban,28.489037077090277,1
Not Graduate,Yes,5772.941482436701,667.5516521054341,184.71221838169782,300,1,Rural,34.67996446687675,1
Graduate,Yes,3748.5772849480627,3171.167632706147,159.0962031596648,180,1,Urban,43.222417403322865,1
Not Graduate,Yes,8276.145100070684,535.0252538951111,114.40620916235433,180,1,Urban,76.34918795027895,1
Graduate,No,5855.760812531774,1331.5450891468224,111.5688176702044,240,1,Rural,63.848106877478465,0
Not Graduate,No,4129.0275461690735,1001.9053722309648,160.16510748285742,180,0,Semiurban,31.83649983881156,0
Graduate,No,4082.922128917058,245.71514717750097,177.88203915358906,240,0,Semiurban,24.198277795670524,0
Not Graduate,Yes,4860.583690079618,2094.527567588468,165.67525048982338,360,1,Urban,41.72851840467305,1
Graduate,No,4640.747116967375,3806.0891178369616,108.6160816157338,360,0,Urban,77.05836689560992,1
Not Graduate,No,6675.250663294932,4666.905222320009,176.02670515168344,360,0,Urban,64.07031004670473,1
Graduate,Yes,5279.624254616069,2097.155787086248,167.03643868405646,240,1,Urban,43.89988326027429,1
Graduate,Yes,3902.552391637208,3116.681275067522,107.17334375239287,300,1,Urban,64.88875561406005,1
Not Graduate,No,7835.661027733674,2232.0946379285374,118.62716118798977,300,0,Urban,84.15944644745933,1
Not Graduate,Yes,5073.962497280334,2498.883194768213,177.53983898246267,360,0,Rural,42.41543923870347,1
Graduate,Yes,6153.259513953346,1657.851348872761,140.61969859416436,240,1,Semiurban,55.15553938022556,1
Not Graduate,Yes,4087.660238832861,2195.076925422602,213.56589206545829,240,1,Semiurban,29.281155097748567,1
Graduate,Yes,5544.673441616785,2537.4787046064284,170.04517104258306,360,0,Rural,47.25156575283319,1
Graduate,No,5466.664986714793,1421.5402711236686,130.53475247242923,180,1,Rural,52.36794936974763,0
Graduate,Yes,2165.5260618557704,1922.505700107012,149.5917759843627,360,1,Semiurban,27.146447641252863,1
Not Graduate,Yes,8022.91266569096,1941.5698810025117,152.53533570550871,240,1,Semiurban,64.90025570273954,1
Graduate,Yes,6935.966691383821,2826.4033173305247,120.8643874703316,180,0,Urban,80.10847312625305,1
Graduate,Yes,4404.207025781018,933.9678283723194,113.49647207289493,300,0,Semiurban,46.623050977105684,0
Not Graduate,Yes,3346.595389316217,1948.4577913923486,178.05559575238,180,1,Urban,29.572117857915,1
Not Graduate,Yes,5521.342420705328,3912.0054690526977,183.8109318816838,300,0,Urban,51.043235341712716,1
Not Graduate,Yes,5130.046549121595,3164.0601525859374,174.15125878211833,240,1,Semiurban,47.353965705865086,1
Not Graduate,Yes,5533.503422844844,3349.1790488887054,210.61272377295208,360,0,Urban,41.97612654551028,1
Graduate,No,5287.366094291135,2024.4318401780342,128.32907055953592,360,0,Urban,56.536383527964986,0
Graduate,Yes,5759.361483958889,2320.997563686023,216.97083064284521,360,0,Rural,37.07082743050576,1
Graduate,No,7170.95854908771,3002.2361667029254,113.96315525783389,360,1,Semiurban,88.49091426705085,1
Graduate,Yes,5852.154807692969,3560.2555295309307,109.49257746526028,360,1,Rural,85.18590617712067,1
Not Graduate,Yes,3425.5167516350884,48.39708711711332,79.60164471402999,240,1,Urban,43.09978848542668,0
Graduate,Yes,7043.844279068678,684.5586929501544,132.1681874469273,240,0,Urban,58.03490398259645,0
Graduate,Yes,7460.92184523243,3309.444101402648,129.85110652682187,360,1,Rural,82.31008688052147,1
Not Graduate,No,9728.085101768127,1723.1106442311964,171.03749121018603,180,1,Rural,66.56221074515017,1
Graduate,Yes,3314.7589501406032,1328.2792107419227,159.75563766481804,360,1,Rural,28.88258370486171,0
Graduate,Yes,5364.323019725412,745.8390130043962,102.28106515923453,300,1,Urban,59.16052495497999,1
Graduate,No,1876.8519452165185,1444.9832984558905,134.2909504629673,300,0,Semiurban,24.55327006207768,0
Graduate,No,5829.723734568814,597.6307165761751,135.1415191564926,300,1,Urban,47.210832455577666,0
Graduate,Yes,4177.699552749841,4091.094272732477,78.9607101215243,300,1,Rural,103.41071024651237,1
Graduate,No,7885.16869223743,1977.5639480194266,110.76213091946522,360,0,Semiurban,88.24753571819288,1
Not Graduate,No,3838.0775449721273,1942.0494582372824,119.16745477543643,300,1,Rural,48.100602729841064,0
Not Graduate,No,2466.2254430491075,2588.0766751678316,207.34500079283785,180,0,Urban,24.259291554792554,0
Graduate,Yes,4293.104388946221,2962.3451692665694,157.6580286382941,360,0,Semiurban,45.730112875369464,1
Graduate,Yes,2036.7683431742937,2945.8881565546394,176.4867501579,300,0,Semiurban,28.07339981883799,0
Not Graduate,Yes,6126.649181760965,3073.6219439075717,90.05458011403152,360,1,Urban,101.04127781542284,1
Graduate,No,1902.3754306155192,1369.1544492091436,197.76857932055967,360,0,Rural,16.458989096805762,0
Graduate,Yes,5042.686371774738,1702.1331950431388,202.0440825209637,360,0,Rural,33.21849857959536,0
Graduate,No,1883.2822702157048,2769.0316554422757,70.06620131421496,240,0,Rural,65.4645082982282,0
Not Graduate,Yes,4519.553293195037,1472.61093836038,121.78733104336607,300,1,Urban,48.801160352928456,1
Graduate,Yes,7465.067233706801,1994.893367972775,169.8306229206204,240,0,Rural,55.37625772210243,0
Not Graduate,No,5540.971837153693,2398.763764424814,175.77553814152728,180,0,Semiurban,44.914221079739654,0
Graduate,Yes,3704.759592552599,2785.1850823103764,122.86021078051112,180,0,Rural,52.3973327186049,0
Not Graduate,No,4953.194766591374,222.31903762979877,137.7800214778539,240,1,Rural,37.29293128151782,0
Not Graduate,No,5027.02530806667,2714.745649888945,126.10475755819428,300,0,Semiurban,60.90858522279218,1
Graduate,Yes,5708.945518765108,1766.2759421482745,154.4167218778448,360,0,Semiurban,48.09792260828146,1
Not Graduate,No,2949.7124550787603,2707.457710864381,197.8871412584765,180,1,Rural,28.444122280338902,0
Graduate,Yes,5888.850910770996,2776.9316923548286,119.15831371435182,180,1,Semiurban,72.11970886780826,1
Not Graduate,Yes,943.4125525958373,3607.9150611191576,190.03281991073658,180,1,Urban,23.8248465150736,1
Graduate,No,4055.1731714542843,3353.4536476212033,118.7331171061245,300,0,Semiurban,61.876170921942254,0
Graduate,Yes,4267.589236322683,3346.5716626102962,116.09491150012462,240,0,Urban,65.0255489447539,0
Not Graduate,No,5949.990239106858,3443.670319166238,182.74378473372852,240,0,Semiurban,51.12369145920161,1
Graduate,Yes,5033.946279015304,2291.378984815946,186.87745512030466,300,0,Urban,38.989911052076906,1
Graduate,Yes,2891.65541921557,2032.1850870368396,184.05639747050617,180,1,Urban,26.607242838157806,0
Not Graduate,Yes,3522.5103112744773,2872.817083178334,97.36810367127435,300,0,Rural,65.01423892265586,0
Graduate,Yes,5298.0200143211105,2732.0809514330226,131.36196087711798,300,1,Semiurban,60.667739526835106,1
Graduate,Yes,4881.398987203165,1690.9337632617398,182.91954368013285,240,0,Semiurban,35.73482523366468,0
Not Graduate,No,4131.31383554638,2404.823408808268,151.66167362255578,300,0,Semiurban,42.814526326461895,0
Not Graduate,No,4278.749315732031,1964.9035332154056,107.05228615210143,300,0,Urban,57.78362560657407,0
Graduate,No,6044.251995738933,1146.067091539944,168.33271756501767,180,1,Rural,42.46266870735157,0
Graduate,No,4223.461140696178,3290.4607413763497,121.4077096403412,360,1,Semiurban,61.384384236499166,1
Not Graduate,No,4867.86313395639,2055.199242530089,221.78099393568849,180,1,Rural,31.075641840816104,0
Not Graduate,No,8254.904882120814,4048.7082576988505,211.79365849673036,240,1,Rural,57.81945395712398,1
Graduate,Yes,2864.4760446741157,374.50772980016734,174.1638970542227,360,0,Urban,18.49116072972299,0
Not Graduate,Yes,2222.2359026380122,1443.2212271566336,204.44026819079093,180,0,Semiurban,17.841960400823474,0
Graduate,No,6175.38449719791,2032.6388366908714,152.59165400493524,300,0,Rural,53.44055565431335,0
Graduate,No,3982.035408058845,3137.381097628914,180.61749977500062,300,0,Semiurban,39.20005789369277,0
Graduate,Yes,4522.643708386069,2399.469372602185,209.108811812083,360,0,Semiurban,32.94537254905449,1
Graduate,Yes,3828.2654328033286,2310.4727541807515,159.81994727177252,360,1,Semiurban,38.1714973243345,1
Graduate,Yes,4610.299788848732,872.7362074458529,139.79251313942865,300,1,Rural,38.94408782137913,0
Not Graduate,No,7397.807168144512,843.0586027705286,81.81512167291537,240,0,Urban,99.5091911289217,0
Not Graduate,No,6203.192687927179,2322.5046602899047,146.67465897114025,180,0,Urban,57.73297468649135,0
Not Graduate,No,6293.335267830465,635.8940061816417,182.93692738249246,300,0,Rural,37.67176810343766,0
Not Graduate,Yes,2875.6594163110317,1468.1222497106714,187.8253371027052,180,0,Semiurban,23.004230961118576,0
Graduate,Yes,3273.269395170696,2500.9173290858575,170.17460262873638,180,1,Semiurban,33.732730414337745,0
Graduate,No,741.3820107718597,1017.6757277232241,128.3480362015104,180,0,Urban,13.59941588718564,0
Graduate,No,3785.928768375869,3605.3559623618066,70.92713724209638,180,0,Rural,102.76072445174172,0
Graduate,Yes,6435.054779578488,3223.93634423789,130.1913960798106,240,0,Rural,73.62518741656127,0
Not Graduate,Yes,5775.419773622556,428.5800016616996,137.82620515784194,240,0,Urban,44.68896753484302,0
Graduate,Yes,4667.730105571814,1067.6287568180128,137.48284131239944,240,1,Rural,41.415664265954774,0
Graduate,Yes,4966.54957442292,-285.77724449495,174.742254279117,300,0,Rural,26.634302314649293,0
Not Graduate,No,3966.6716861368914,1217.4086374518668,229.4270564405936,300,1,Urban,22.49770666547253,1
Not Graduate,Yes,5307.138323602676,2766.388476572399,154.94116807364372,300,1,Urban,51.77290192133437,1
Not Graduate,Yes,6148.817419220923,1586.105057725143,141.33072843374154,240,0,Rural,54.34471222106379,0
Not Graduate,Yes,2576.169818884291,2460.7972436159675,139.6311274798363,180,0,Rural,35.81687178908851,0
Graduate,No,5449.471531756022,477.6656817182558,154.97539067630856,240,0,Urban,38.000463969182825,0
Graduate,No,6398.652306432001,2797.975254581905,116.86824958606404,300,0,Urban,78.0246384697415,0
Not Graduate,Yes,4377.349566554945,1444.8907720716502,154.8079423498422,360,0,Semiurban,37.368058719071406,1
Graduate,Yes,6051.050918180876,2012.1696822829051,168.032493453272,300,1,Rural,47.70219284905011,1
Graduate,Yes,9221.981666708829,1907.1254986069473,158.38744254297953,180,1,Rural,69.82424077928701,1
Graduate,No,4843.485810519662,728.4514791077162,168.30167736019123,240,1,Urban,32.91129406693956,0
Not Graduate,No,5589.960575007986,846.9156682602177,167.3499043739414,360,1,Urban,38.23510483837588,1
Graduate,No,3892.9143745079127,2967.794469003426,79.12413271014225,360,1,Semiurban,85.62599820369597,1
Not Graduate,Yes,5271.876743903075,2398.9921575016956,175.47480633581614,180,0,Semiurban,43.467218129752624,1
Graduate,No,5690.4074374734555,3050.049041553427,123.15940617350185,240,0,Urban,70.39705446732616,0
Graduate,Yes,5292.263510405207,2324.6582355025184,106.16643347984169,360,1,Rural,71.07562973382417,1
Graduate,Yes,3470.457020436715,2142.9906348092163,105.82192688580015,300,0,Semiurban,52.54958245835694,0
Not Graduate,Yes,5309.542656988176,273.9893813332335,167.34166441890116,180,0,Urban,33.16785572719155,0
Graduate,No,7193.293908076455,1729.6333032388302,141.0970029110059,360,1,Urban,62.79461936930251,1
Not Graduate,Yes,5672.953646771791,1972.615679596256,82.72124864058358,180,1,Urban,91.32173074950872,1
Not Graduate,No,6442.980783607762,3953.107198272574,169.12151260769133,240,1,Rural,61.109778666583054,1
Not Graduate,No,4644.482044981059,2686.9566320986773,92.41567476804691,240,0,Urban,78.48188963237543,0
Graduate,Yes,6124.850359135566,3536.0611817095282,155.59285434072842,240,1,Urban,61.694459696251776,1
Graduate,Yes,5418.901757324789,2597.5377058947283,159.53995702692217,300,1,Rural,49.93423202346554,1
Graduate,No,3573.633905469152,1288.6967730505207,185.4230832678018,360,0,Urban,26.08223506063787,0
Graduate,Yes,5477.781507198311,2117.1242161498512,221.26739145867407,240,0,Urban,34.17013028094261,1
Not Graduate,No,3512.4550048395345,2236.223646264233,95.41294696397833,300,1,Semiurban,59.62558797473104,1
Not Graduate,Yes,4050.679587672812,1060.8444302293183,147.90104575747802,240,0,Urban,34.32832853455915,0
Not Graduate,No,5283.992460938562,1615.612623407079,138.9465881982313,240,1,Rural,49.301702693691254,0
Graduate,No,5445.866410070186,1794.233006322828,167.3499874384385,360,0,Semiurban,43.006236748550656,0
Not Graduate,No,3216.1513023843063,3605.619832565118,158.62675083734476,300,1,Urban,42.735763893989294,1
Graduate,No,6580.978656774314,-80.74052539097832,135.8981502905352,240,0,Rural,47.48229335157603,0
Not Graduate,Yes,5858.009417450709,3205.818420716043,132.36391245556578,300,0,Urban,67.96312189166346,1
Graduate,Yes,3942.907346583674,1063.2047650406173,105.34196579263809,300,0,Semiurban,47.07560250847702,0
Graduate,No,2693.622805326237,627.9208127303859,189.51446329626037,240,1,Rural,17.434600820261302,0
Not Graduate,No,4782.643131377853,3179.9421300384643,168.36816726398118,240,1,Semiurban,47.01347006374372,1
Not Graduate,Yes,4331.08442920826,2731.898069234381,186.7107279118055,180,1,Rural,37.62695173054324,1
Not Graduate,Yes,5169.710685579535,3254.51870238119,137.58415454097945,360,0,Rural,60.787825389299265,1
Not Graduate,Yes,4455.32500826665,2800.701947545577,123.72658125222279,240,0,Urban,58.17546575047262,1
Graduate,Yes,1988.8147088824853,4059.845001737402,106.86739733483088,180,0,Rural,56.074957402043,0
Not Graduate,Yes,4417.479592548263,2558.7238369444854,164.35670334962637,360,1,Rural,42.188815380181026,1
Not Graduate,Yes,4541.571333397531,1843.5226238768414,108.40827101887061,240,0,Urban,58.360249164097276,0
Not Graduate,No,5950.491537161088,2342.9263773213424,223.946522758662,300,1,Rural,36.86839793198393,1
Graduate,Yes,3952.7004880834256,3243.469128345964,97.69429675626239,360,1,Rural,72.91373314307319,1
Graduate,Yes,7518.012010058849,1220.624674739883,160.9464047685001,300,1,Rural,53.96005361953221,1
Not Graduate,No,2132.5391740223645,1348.1114174686193,212.67418828855145,180,1,Rural,16.289522938496525,0
Graduate,Yes,6966.751246703937,1691.0399854020925,173.96359037055237,240,1,Urban,49.483388022444224,1
Not Graduate,Yes,4663.521543682843,-104.58279876533227,157.02694849967116,180,0,Urban,28.84912217948066,0
Graduate,Yes,6289.377308515334,2138.0784084175466,111.26065412152417,240,0,Semiurban,75.07043124664149,1
Graduate,Yes,5119.702226088099,113.87129604897427,94.72923245729184,240,0,Rural,54.67058899142385,0
Graduate,Yes,6709.333304038204,2053.059312932619,180.80200435670343,300,0,Urban,48.197447811293806,1
Graduate,No,4418.957053170783,2865.2897561352497,210.24588963099785,180,0,Rural,34.48231263590539,0
Not Graduate,Yes,3352.0693622332815,1523.1235393561644,132.44600038087313,300,0,Urban,36.53307620816644,0
Not Graduate,No,7130.756430906595,3677.115870186871,104.43753969534596,300,1,Semiurban,102.50497434141597,1
Not Graduate,No,4829.779031176788,539.4991005815122,51.67322277803926,300,0,Rural,101.93562969146595,0
Graduate,Yes,5332.337710436316,3191.2606816318325,110.76940625349849,180,1,Semiurban,76.26056787611638,1
Not Graduate,No,6852.127871067192,2675.1370564069207,145.4537263000384,240,1,Semiurban,65.05307285903872,1
Not Graduate,Yes,3452.0671368583476,283.9667516893114,213.96492963346935,240,1,Semiurban,17.379736754817937,1
Not Graduate,No,5893.236346458886,4710.794299040533,176.92534768931873,180,1,Urban,59.59820106135447,1
Graduate,No,4115.157865305664,1936.2547144960338,162.20341618827013,240,1,Rural,37.078957788609266,0
Graduate,Yes,4801.745966533442,1122.5159778443683,133.99521354795476,180,0,Urban,43.88497776088422,0
Graduate,Yes,5108.418448076433,592.9128052159831,126.67337130976175,180,0,Urban,44.65560198500452,0
Not Graduate,Yes,2749.667207829596,1779.981972340326,206.22590390031854,240,0,Rural,21.858508492011744,0
Not Graduate,Yes,3831.744435769348,1872.5931276100403,158.0295416303356,360,1,Rural,35.86967241997798,1
Not Graduate,Yes,7026.609338619709,2102.645528539664,65.89597232315911,300,0,Rural,136.46942484157393,1
Graduate,No,6329.286782877193,1702.2038437760402,123.05841408411028,180,0,Rural,64.73958808797902,0
Graduate,No,4906.040634009148,2633.2253101150936,115.67135872913494,180,1,Urban,64.61968066753603,0
Not Graduate,No,5364.68518776934,1612.3701673367536,128.14943963290142,360,1,Rural,54.02311752136055,1
Graduate,No,4558.636241545313,65.03588275952899,172.51642641140342,180,0,Rural,26.646884216841944,0
Graduate,No,7034.875078741973,1850.6385043503587,145.70220472823002,180,1,Rural,60.56837114038604,0
Graduate,No,4699.471133308754,-367.4776533732782,146.92538371985353,240,1,Semiurban,29.284990655420998,0
